Date,Month_Year,Month_Name,Month_Num,Year,Week_Number,Day_of_Week,Is_Weekend,Hour,Time_Bucket,Transaction_Type,Transaction_ID,Vehicle_Number,Vehicle_State,Tag_ID,Group_Name,Plaza_Code,Plaza_Name,Debit_Amount,Spend_Tier,Opening_Balance,Closing_Balance,Round_Trip_Flag
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,11,3-Midday (10am-2pm),Toll Txn,006370930057,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,70001,Krishnavaram,375.0,High (₹300-500),14423.5,14048.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,10,3-Midday (10am-2pm),Toll Txn,006370879700,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,546028,Nalluru Devanahalli,280.0,Medium (₹100-300),14703.5,14423.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,10,3-Midday (10am-2pm),Toll Txn,006370874364,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,79001,Sakapur Toll plaza,285.0,Medium (₹100-300),14988.5,14703.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,006370636987,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,34001,Raikal Toll Plaza,295.0,Medium (₹100-300),15283.5,14988.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,006370610878,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,69001,Vempadu,485.0,High (₹300-500),768.5,283.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,006370502120,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,550016,Shamshabad,470.0,High (₹300-500),1238.5,768.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,006370499056,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,118001,Nelamangala Toll Plaza,205.0,Medium (₹100-300),1443.5,1238.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,536419005200326084734,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,536419,Vembukudi,345.0,High (₹300-500),1788.5,1443.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,006370357385,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,42001,Vijayamangalam TollPlaza,245.0,Medium (₹100-300),2033.5,1788.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,0010022603200702416562,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,350027,Manoharabad,315.0,High (₹300-500),2348.5,2033.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,006370161554,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,118002,Bellur Toll Plaza,205.0,Medium (₹100-300),2553.5,2348.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,2,1-Night (12am-6am),Toll Txn,006369776036,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,230001,IVRCL Chengapally Tollways Li,390.0,High (₹300-500),2943.5,2553.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,1,1-Night (12am-6am),Toll Txn,0010022603200152560853,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,536500,Madukkarai Toll Plaza,120.0,Medium (₹100-300),3063.5,2943.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,1,1-Night (12am-6am),Toll Txn,536619L04200326012939,KA01AQ9275,Karnataka,34161FA8203289DA134C1C80,UNMAPPED GROUP,536619,Olavanna Fee Plaza,435.0,High (₹300-500),3498.5,3063.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,1,1-Night (12am-6am),Toll Txn,0010032603200129551369,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,239700,PamPamPallam Toll Plaza,275.0,Medium (₹100-300),3773.5,3498.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,0,1-Night (12am-6am),Toll Txn,006369599147,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,120002,Kadabhalli KirasaveToll Pl,195.0,Medium (₹100-300),3968.5,3773.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,0,1-Night (12am-6am),Toll Txn,536748102003260030008,KA01AQ9275,Karnataka,34161FA8203289DA134C1C80,UNMAPPED GROUP,536748,Vettichira Toll Plaza,495.0,High (₹300-500),4463.5,3968.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,0,1-Night (12am-6am),Toll Txn,536109042003260026334,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,536109,Kotthatai,425.0,High (₹300-500),4888.5,4463.5,No
2026-03-20,Mar 2026,March,3,2026,12,Friday,Weekday,0,1-Night (12am-6am),Toll Txn,0010012603200007512463,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,350029,Bhiknoor Toll Plaza,325.0,High (₹300-500),5213.5,4888.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,23,6-Late Night (10pm-12am),Toll Txn,006369459717,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,120001,Shantigrama  TollPlaza,165.0,Medium (₹100-300),5378.5,5213.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,23,6-Late Night (10pm-12am),Toll Txn,0010002603192338024797,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,536708,Seliyamed u Toll Plaza,240.0,Medium (₹100-300),5618.5,5378.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,23,6-Late Night (10pm-12am),Toll Txn,160319230904192802921,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,536103,Gangarampalayam Toll Plaza,205.0,Medium (₹100-300),5823.5,5618.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,006369362733,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,18001,Vikkravandi Toll Plaza,370.0,High (₹300-500),6193.5,5823.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,0010032603192247554472,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,78001,Indalwai,310.0,High (₹300-500),6503.5,6193.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,006369330499,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,18001,Vikkravandi Toll Plaza,370.0,High (₹300-500),6873.5,6503.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,01000F2907114141412197,KA01AQ9273,Karnataka,34161FA8203289DA134C1C40,UNMAPPED GROUP,360030,Athur Toll Plaza,240.0,Medium (₹100-300),7113.5,6873.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,006369291702,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,352060,Marripalem TollPlaza,160.0,Medium (₹100-300),7273.5,7113.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,0600010081903262206166,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,60001,Krishnagiri Plaza,300.0,High (₹300-500),7573.5,7273.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,006369114363,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,352059,Dukkavanipalem TollPlaza,155.0,Medium (₹100-300),7728.5,7573.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,0010012603192056110380,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,350008,Gamjal Toll Plaza,220.0,Medium (₹100-300),7948.5,7728.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,006368989688,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,169001,LT KrishnagiriThopur Toll P,435.0,High (₹300-500),8383.5,7948.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,0600010101903262027330,KA01AQ9276,Karnataka,34161FA8203289DA134C1CA0,UNMAPPED GROUP,60001,Krishnagiri Plaza,150.0,Medium (₹100-300),8533.5,8383.5,Yes
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,0010002603192006317741,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,350007,Rolmamda Toll Plaza,370.0,High (₹300-500),8903.5,8533.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,352022009190326194238,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,352022,Nathavalasa,380.0,High (₹300-500),9283.5,8903.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,0010002603191927074034,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),9548.5,9283.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,0010012603191852151951,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),9813.5,9548.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,0010012603191823461737,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,32001,Omalur Toll Plaza,350.0,High (₹300-500),10163.5,9813.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,0010002603191806223247,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,352030,Madapam Toll Plaza,335.0,High (₹300-500),498.5,163.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,0010022603191805501493,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,350028,Pippalwada,345.0,High (₹300-500),843.5,498.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0600010041903261747301,KA01AQ9276,Karnataka,34161FA8203289DA134C1CA0,UNMAPPED GROUP,60001,Krishnagiri Plaza,300.0,High (₹300-500),1143.5,843.5,Yes
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,01M2034606213463068673,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,536147,Pimpalkutti Border Checkpost,218.3,Medium (₹100-300),1361.8,1143.5,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0010002603191751155239,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),1541.8,1361.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,250429619828,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,536383,Chowlagere TollPlaza,165.0,Medium (₹100-300),1706.8,1541.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0010012603191720306780,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,340023,Kelapur,385.0,High (₹300-500),2091.8,1706.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0010022603191707053692,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),2221.8,2091.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,250429594123,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,43001,Vaiguntham TollPlaza,270.0,Medium (₹100-300),2491.8,2221.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,006368091013,KA01AQ0509,Karnataka,34161FA8203289DA13452CC0,UNMAPPED GROUP,239301,Eethakota atKm946300,420.0,High (₹300-500),2911.8,2491.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,0010022603191555165382,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),3091.8,2911.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,0010012603191553551799,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,340020,Daroada,410.0,High (₹300-500),3501.8,3091.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,0010032603191528280710,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,73003,Musunur Toll Plaza,225.0,Medium (₹100-300),3726.8,3501.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,0010032603191517141617,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),3856.8,3726.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,14,4-Afternoon (2-6pm),Toll Txn,006367883361,KA01AQ0509,Karnataka,34161FA8203289DA13452CC0,UNMAPPED GROUP,239300,Unguturu Toll Plaza,395.0,High (₹300-500),4251.8,3856.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,14,4-Afternoon (2-6pm),Toll Txn,01000K2906824243106199,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,360030,Athur Toll Plaza,240.0,Medium (₹100-300),4491.8,4251.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,14,4-Afternoon (2-6pm),Toll Txn,01000K2906824039050342,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,360030,Athur Toll Plaza,240.0,Medium (₹100-300),4731.8,4491.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,14,4-Afternoon (2-6pm),Non-fin,006367808684,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,24004,BORKHEDI TOLLPLAZA,0.0,Low (<₹100),4731.8,4731.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,13,3-Midday (10am-2pm),Toll Txn,006367672873,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,24003,NAGPUR BYPASS CHECK TOLL PLAZ,505.0,Very High (>₹500),5236.8,4731.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,13,3-Midday (10am-2pm),Toll Txn,006367608544,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,212001,Laxmipuram,510.0,Very High (>₹500),746.8,236.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,13,3-Midday (10am-2pm),Toll Txn,0010002603191314014975,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),1101.8,746.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,13,3-Midday (10am-2pm),Toll Txn,0010002603191311060893,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,73003,Musunur Toll Plaza,225.0,Medium (₹100-300),1326.8,1101.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,13,3-Midday (10am-2pm),Non-fin,006367530537,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,24002,KAMPTEE KANHAN BYPASS CHECK T,0.0,Low (<₹100),1326.8,1326.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,12,3-Midday (10am-2pm),Toll Txn,006367333631,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,42001,Vijayamangalam TollPlaza,245.0,Medium (₹100-300),1571.8,1326.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,11,3-Midday (10am-2pm),Toll Txn,01M2034516975023345664,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,536148,Ramtek BorderCheckpost,218.3,Medium (₹100-300),1790.1,1571.8,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,11,3-Midday (10am-2pm),Toll Txn,0010022603191153312890,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),2145.1,1790.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,11,3-Midday (10am-2pm),Toll Txn,360049007190326115215,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,360049,Paranur,245.0,Medium (₹100-300),2390.1,2145.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,11,3-Midday (10am-2pm),Toll Txn,006367271701,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,24001,MANSAR TOLL PLAZA,530.0,Very High (>₹500),2920.1,2390.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,11,3-Midday (10am-2pm),Toll Txn,360049008190326113217,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,360049,Paranur,245.0,Medium (₹100-300),3165.1,2920.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,11,3-Midday (10am-2pm),Toll Txn,006367232358,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,63101,Karapadu Toll Plaza,400.0,High (₹300-500),3565.1,3165.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,006367132178,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,345073,Khawasa Toll Plaza,370.0,High (₹300-500),3935.1,3565.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,0010012603191040572906,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,73001,Bollapalli Toll Plaza,585.0,Very High (>₹500),4520.1,3935.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,01C2034497786237693952,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,560015,Varadharajapuram Toll plaza,200.0,Medium (₹100-300),4720.1,4520.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,01C2034497757141807122,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,560015,Varadharajapuram Toll plaza,200.0,Medium (₹100-300),4920.1,4720.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,006367049567,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,230001,IVRCL Chengapally Tollways Li,390.0,High (₹300-500),5310.1,4920.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,01E2034492350511992832,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,560014,Kolappancheri,85.0,Low (<₹100),5395.1,5310.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,01E2034492069866917888,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,560014,Kolappancheri,85.0,Low (<₹100),5480.1,5395.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,01C2034488771717902336,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,560016,Palavedu,110.0,Medium (₹100-300),5590.1,5480.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,10,3-Midday (10am-2pm),Toll Txn,01C2034488684052754433,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,560016,Palavedu,110.0,Medium (₹100-300),5700.1,5590.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,0010032603190938548343,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,536500,Madukkarai Toll Plaza,120.0,Medium (₹100-300),5820.1,5700.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,3600320061903260931348,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,360032,Nallur Toll Plaza,270.0,Medium (₹100-300),6090.1,5820.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,01000K2906628735099814,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,375011,Gurapali Toll Plaza,345.0,High (₹300-500),6435.1,6090.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,0010012603190852272267,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,345065,Madai Fee Plaza,380.0,High (₹300-500),6815.1,6435.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,01E2034468036383363072,KA01AQ9273,Karnataka,34161FA8203289DA134C1C40,UNMAPPED GROUP,560015,Varadharajapuram Toll plaza,200.0,Medium (₹100-300),7015.1,6815.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,3600320051903260836082,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,360032,Nallur Toll Plaza,270.0,Medium (₹100-300),7285.1,7015.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,0010012603190836148477,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,239700,PamPamPallam Toll Plaza,275.0,Medium (₹100-300),7560.1,7285.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,006366546052,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,49001,Kaza Toll PlazaMangalgiri,570.0,Very High (>₹500),8130.1,7560.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,360049004190326074219,KA01AQ9273,Karnataka,34161FA8203289DA134C1C40,UNMAPPED GROUP,360049,Paranur,245.0,Medium (₹100-300),8375.1,8130.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,0010002603190742043202,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,73001,Bollapalli Toll Plaza,585.0,Very High (>₹500),8960.1,8375.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,006366489470,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,127004,Bakori,535.0,Very High (>₹500),9495.1,8960.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,260319063943786784407,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,352027,Kalaparru Toll Plaza,240.0,Medium (₹100-300),9735.1,9495.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,006366387830,KA01AR9848,Karnataka,34161FA8203289DA134C3C80,UNMAPPED GROUP,352039,Pottipadu,220.0,Medium (₹100-300),9955.1,9735.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,4,1-Night (12am-6am),Toll Txn,006366143462,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,127003,Titarpani,430.0,High (₹300-500),10385.1,9955.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,3,1-Night (12am-6am),Toll Txn,160319033302678740217,KA01AQ9276,Karnataka,34161FA8203289DA134C1CA0,UNMAPPED GROUP,536467,Karagadahalli Toll Plaza,285.0,Medium (₹100-300),10670.1,10385.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,2,1-Night (12am-6am),Toll Txn,006366003604,KA01AQ9276,Karnataka,34161FA8203289DA134C1CA0,UNMAPPED GROUP,169001,LT KrishnagiriThopur Toll P,435.0,High (₹300-500),11105.1,10670.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,2,1-Night (12am-6am),Toll Txn,0010032603190212317823,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,375016,Gudipada orGangapada,390.0,High (₹300-500),11495.1,11105.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,0,1-Night (12am-6am),Toll Txn,006365781948,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,49001,Kaza Toll PlazaMangalgiri,570.0,Very High (>₹500),12065.1,11495.1,No
2026-03-19,Mar 2026,March,3,2026,12,Thursday,Weekday,0,1-Night (12am-6am),Toll Txn,0010032603190035104862,KA01AQ9275,Karnataka,34161FA8203289DA134C1C80,UNMAPPED GROUP,239700,PamPamPallam Toll Plaza,275.0,Medium (₹100-300),12340.1,12065.1,No
